id,category,brand,model,title,description,price,discount,stock,rating,review_count,color,warranty,features,tags
154,پوشاک مردانه,زارا,تی‌شرت,زارا تی‌شرت - آبی نیلی,محصول زارا مدل تی‌شرت با ویژگی‌های ضدچروک | سایزبندی استاندارد | تنفس‌پذیر. بهترین انتخاب در دسته پوشاک مردانه.,475000,0,100,4.7,2011,آبی نیلی,۳۶ ماه گارانتی,ضدچروک | سایزبندی استاندارد | تنفس‌پذیر | جیب دار,مد، کژوال، مردانه، رسمی
155,کفش,ریبوک,Colorado Max,ریبوک Colorado Max - مشکی,محصول ریبوک مدل Colorado Max با ویژگی‌های رویه چرم طبیعی | سبک وزن ۳۰۰ گرم | سایزبندی ۳۶-۴۶. بهترین انتخاب در دسته کفش.,7550000,10,0,3.4,2253,مشکی,۱۲ ماه گارانتی,رویه چرم طبیعی | سبک وزن ۳۰۰ گرم | سایزبندی ۳۶-۴۶ | تکنولوژی Air Cushion,کفش، رسمی، کوهنوردی، اسپورت
156,کنسول بازی,مایکروسافت,PlayStation 5 (2024),مایکروسافت PlayStation 5 (2024) - مشکی,PlayStation 5 (2024) از برند معتبر مایکروسافت. ریمسترهای نسل نهم | کنترلر DualSense | حافظه SSD سریع. کیفیت تضمینی.,8355000,0,150,4.5,3478,مشکی,۱۸ ماه گارانتی,ریمسترهای نسل نهم | کنترلر DualSense | حافظه SSD سریع | نرخ فریم ۱۲۰fps,PlayStation، بازی، Xbox، Nintendo
157,هندزفری,سامسونگ,Galaxy Buds FE Plus,سامسونگ Galaxy Buds FE Plus - سفید,سامسونگ Galaxy Buds FE Plus - صدای استریو | باتری ۶ ساعته | حذف نویز فعال. مناسب برای کاربران هندزفری.,11455000,10,200,2.8,1548,سفید,۱۸ ماه گارانتی,صدای استریو | باتری ۶ ساعته | حذف نویز فعال | ضدعرق IPX5,ایرپاد، مکالمه، TWS، هندزفری
158,دسته بازی,8BitDo,Wolverine V2 Plus,8BitDo Wolverine V2 Plus - سفید,Wolverine V2 Plus از برند معتبر 8BitDo. نور RGB | شارژ USB-C | دکمه‌های پشتی. کیفیت تضمینی.,6950000,0,150,4.5,782,سفید,۶ ماه گارانتی,نور RGB | شارژ USB-C | دکمه‌های پشتی | ماشه تطبیقی,Xbox، بی‌سیم، کنترلر، گیمینگ
159,موبایل,وان‌پلاس,C55 Pro,وان‌پلاس C55 Pro - آبی,C55 Pro از برند معتبر وان‌پلاس. ضدآب IP68 | باتری ۵۰۰۰ میلی‌آمپر | نمایشگر AMOLED. کیفیت تضمینی.,38095000,0,150,4.8,2566,آبی,۲۴ ماه گارانتی,ضدآب IP68 | باتری ۵۰۰۰ میلی‌آمپر | نمایشگر AMOLED | دوربین ۱۰۸ مگاپیکسل,دوربین عالی، 5G، iOS، گوشی
160,مکمل ورزشی,متاکس,کراتین Plus,متاکس کراتین Plus - متنوع,محصول متاکس مدل کراتین Plus با ویژگی‌های طعم شکلات | بدون شکر افزوده | تأیید شده آزمایشگاهی. بهترین انتخاب در دسته مکمل ورزشی.,1010000,15,5,2.7,3178,متنوع,بدون گارانتی,طعم شکلات | بدون شکر افزوده | تأیید شده آزمایشگاهی | انحلال سریع,پروتئین، مکمل، ورزش، کراتین
161,ابزارآلات,دوالت,اره گردبر Max,دوالت اره گردبر Max - آبی,دوالت اره گردبر Max - باتری ۱۸ ولت | ضدگرد و غبار | کیف حمل. مناسب برای کاربران ابزارآلات.,8550000,15,0,4.0,2570,آبی,۲۴ ماه گارانتی,باتری ۱۸ ولت | ضدگرد و غبار | کیف حمل | گشتاور ۶۰ نیوتون‌متر,DIY، برقی، ابزار، نجاری
162,لپ‌تاپ,لنوو,MacBook Air M2 Plus,لنوو MacBook Air M2 Plus - سفید,پیشنهاد ویژه: لنوو MacBook Air M2 Plus. باتری ۱۰ ساعته | پردازنده Core i7 | وزن ۱.۵ کیلو. ارسال سریع.,58395000,10,50,4.0,2099,سفید,۱۲ ماه گارانتی,باتری ۱۰ ساعته | پردازنده Core i7 | وزن ۱.۵ کیلو | پورت Thunderbolt 4,اداری، دانشجویی، کامپیوتر، گیمینگ
163,دسته بازی,مایکروسافت,Pro 2 Plus,مایکروسافت Pro 2 Plus - آبی,Pro 2 Plus از برند معتبر مایکروسافت. ماشه تطبیقی | شارژ USB-C | نور RGB. کیفیت تضمینی.,6560000,20,50,4.7,688,آبی,۱۸ ماه گارانتی,ماشه تطبیقی | شارژ USB-C | نور RGB | دکمه‌های پشتی,PS5، بی‌سیم، گیمینگ، Xbox
164,هدفون,سونی,HD 450BT (2024),سونی HD 450BT (2024) - مشکی,HD 450BT (2024) از برند معتبر سونی. تاشو | فرکانس پاسخ ۲۰-۲۰۰۰۰ هرتز | صدای Hi-Fi. کیفیت تضمینی.,11465000,15,10,3.0,3226,مشکی,۶ ماه گارانتی,تاشو | فرکانس پاسخ ۲۰-۲۰۰۰۰ هرتز | صدای Hi-Fi | حذف نویز فعال ANC,بازی، بی‌سیم، استودیو، هدفون
165,پوشاک زنانه,زارا,بلوز ویژه,زارا بلوز ویژه - صورتی,پیشنهاد ویژه: زارا بلوز ویژه. یقه گرد | جنس ویسکوز نرم | سایزبندی XS تا XXL. ارسال سریع.,675000,0,50,2.6,1751,صورتی,بدون گارانتی,یقه گرد | جنس ویسکوز نرم | سایزبندی XS تا XXL | جیب مخفی,زنانه، رسمی، کژوال، مد
166,هدفون,بیتس,HD 450BT ویژه,بیتس HD 450BT ویژه - قرمز,پیشنهاد ویژه: بیتس HD 450BT ویژه. تاشو | حذف نویز فعال ANC | فرکانس پاسخ ۲۰-۲۰۰۰۰ هرتز. ارسال سریع.,1340000,30,150,3.3,2503,قرمز,۱۸ ماه گارانتی,تاشو | حذف نویز فعال ANC | فرکانس پاسخ ۲۰-۲۰۰۰۰ هرتز | صدای Hi-Fi,استودیو، هدفون، ANC، بازی
167,ساعت هوشمند,فیت‌بیت,Galaxy Watch 6 Ultra,فیت‌بیت Galaxy Watch 6 Ultra - سبز,محصول فیت‌بیت مدل Galaxy Watch 6 Ultra با ویژگی‌های ردیابی ضربان قلب | مانیتور خواب | تشخیص فعالیت ورزشی. بهترین انتخاب در دسته ساعت هوشمند.,34795000,0,100,4.9,2658,سبز,۱۸ ماه گارانتی,ردیابی ضربان قلب | مانیتور خواب | تشخیص فعالیت ورزشی | نمایشگر AMOLED,فیتنس، سلامت، اسمارت‌واچ، ورزشی
168,کفش,کاترپیلار,RS-X (نسخه جدید),کاترپیلار RS-X (نسخه جدید) - مشکی,پیشنهاد ویژه: کاترپیلار RS-X (نسخه جدید). زیره لاستیکی ضدلغزش | سبک وزن ۳۰۰ گرم | قابل شستشو. ارسال سریع.,5520000,10,30,3.2,3291,مشکی,۱۲ ماه گارانتی,زیره لاستیکی ضدلغزش | سبک وزن ۳۰۰ گرم | قابل شستشو | کفی ارتوپدی,رسمی، ورزشی، اسپورت، کفش
169,لوازم آرایشی,مایبلین,خط چشم (نسخه جدید),مایبلین خط چشم (نسخه جدید) - متنوع,پیشنهاد ویژه: مایبلین خط چشم (نسخه جدید). بدون پارابن | فرمول ضدآب | SPF 30. ارسال سریع.,3345000,0,100,4.8,644,متنوع,۱۲ ماه گارانتی,بدون پارابن | فرمول ضدآب | SPF 30 | تست شده توسط چشم‌پزشک,زنانه، زیبایی، ضدآب، بهداشتی
170,موبایل,نوکیا,Nova 11 (2024),نوکیا Nova 11 (2024) - بنفش,پیشنهاد ویژه: نوکیا Nova 11 (2024). پردازنده Snapdragon 8 Gen2 | ضدآب IP68 | دوربین ۱۰۸ مگاپیکسل. ارسال سریع.,27335000,10,10,3.0,3132,بنفش,۲۴ ماه گارانتی,پردازنده Snapdragon 8 Gen2 | ضدآب IP68 | دوربین ۱۰۸ مگاپیکسل | باتری ۵۰۰۰ میلی‌آمپر,موبایل، دوربین عالی، اندروید، 5G
171,عطر,شنل,Acqua di Giò,شنل Acqua di Giò - شفاف,پیشنهاد ویژه: شنل Acqua di Giò. پخش مه ریز | جعبه هدیه | ساخت فرانسه. ارسال سریع.,5055000,15,100,4.5,2858,شفاف,۱۲ ماه گارانتی,پخش مه ریز | جعبه هدیه | ساخت فرانسه | حجم ۱۰۰ میلی‌لیتر,زنانه، لوکس، ادکلن، عطر
172,پوشاک زنانه,منگو,بلوز Max,منگو بلوز Max - سفید,محصول منگو مدل بلوز Max با ویژگی‌های سایزبندی XS تا XXL | جیب مخفی | طراحی مدرن. بهترین انتخاب در دسته پوشاک زنانه.,1030000,20,5,3.6,2808,سفید,۳۶ ماه گارانتی,سایزبندی XS تا XXL | جیب مخفی | طراحی مدرن | بدون ترنسپارنت,تابستانه، کژوال، رسمی، پوشاک
173,تجهیزات کمپینگ,میلت,تشک بادی (نسخه جدید),میلت تشک بادی (نسخه جدید) - خاکی,تشک بادی (نسخه جدید) از برند معتبر میلت. ستون آلومینیومی | استرپ کمپرسیون | نصب ۵ دقیقه‌ای. کیفیت تضمینی.,10165000,10,0,3.8,2698,خاکی,۳۶ ماه گارانتی,ستون آلومینیومی | استرپ کمپرسیون | نصب ۵ دقیقه‌ای | پوشش UV,کوهنوردی، کمپینگ، ماجراجویی، طبیعت‌گردی
174,کیف,تامی هیلفیگر,چمدان ویژه,تامی هیلفیگر چمدان ویژه - مشکی,محصول تامی هیلفیگر مدل چمدان ویژه با ویژگی‌های سبک وزن | قفل TSA | جیب‌های متعدد. بهترین انتخاب در دسته کیف.,3520000,0,150,4.9,2540,مشکی,۲۴ ماه گارانتی,سبک وزن | قفل TSA | جیب‌های متعدد | چرم مصنوعی با کیفیت,دانشجویی، چرم، اداری، کیف
175,اسپیکر,شیائومی,Motion X600 (2024),شیائومی Motion X600 (2024) - مشکی,Motion X600 (2024) از برند معتبر شیائومی. باتری ۲۴ ساعته | صدای ۳۶۰ درجه | مقاومت در برابر آب IPX7. کیفیت تضمینی.,6825000,30,0,4.0,2786,مشکی,بدون گارانتی,باتری ۲۴ ساعته | صدای ۳۶۰ درجه | مقاومت در برابر آب IPX7 | صدای استریو,موزیک، بی‌سیم، پارتی، اسپیکر
176,لپ‌تاپ,مایکروسافت,Aspire 5 (2024),مایکروسافت Aspire 5 (2024) - آبی,مایکروسافت Aspire 5 (2024) - نمایشگر Full HD IPS | باتری ۱۰ ساعته | پورت Thunderbolt 4. مناسب برای کاربران لپ‌تاپ.,50090000,25,200,3.3,3357,آبی,۱۸ ماه گارانتی,نمایشگر Full HD IPS | باتری ۱۰ ساعته | پورت Thunderbolt 4 | رم ۱۶ گیگ,سبک، گیمینگ، کامپیوتر، دانشجویی
177,قهوه‌ساز,گاستروبک,CM5481W (نسخه جدید),گاستروبک CM5481W (نسخه جدید) - نقره‌ای,پیشنهاد ویژه: گاستروبک CM5481W (نسخه جدید). تهیه دو فنجان همزمان | دماسنج دقیق | ظرفیت مخزن ۱.۸ لیتر. ارسال سریع.,20335000,20,150,4.5,730,نقره‌ای,۳۶ ماه گارانتی,تهیه دو فنجان همزمان | دماسنج دقیق | ظرفیت مخزن ۱.۸ لیتر | برنامه‌ریزی زمانی,باریستا، اسپرسو، کافه، قهوه‌ساز
178,کیف,سامسونیت,کیف جیبی Ultra,سامسونیت کیف جیبی Ultra - آبی سرمه‌ای,محصول سامسونیت مدل کیف جیبی Ultra با ویژگی‌های جیب لپ‌تاپ ۱۵.۶ | ضدآب | فضای داخلی وسیع. بهترین انتخاب در دسته کیف.,11035000,10,150,3.6,984,آبی سرمه‌ای,۱۸ ماه گارانتی,جیب لپ‌تاپ ۱۵.۶ | ضدآب | فضای داخلی وسیع | چرخ‌های ۳۶۰ درجه,دانشجویی، کیف، مسافرت، اداری
179,مودم,دی‌لینک,DIR-X3260 (2024),دی‌لینک DIR-X3260 (2024) - سفید,محصول دی‌لینک مدل DIR-X3260 (2024) با ویژگی‌های ۸ آنتن خارجی | Wi-Fi 6 AX5400 | MU-MIMO. بهترین انتخاب در دسته مودم.,5700000,0,20,3.1,1187,سفید,۱۸ ماه گارانتی,۸ آنتن خارجی | Wi-Fi 6 AX5400 | MU-MIMO | QoS پیشرفته,اینترنت، شبکه، خانه هوشمند، Wi-Fi
180,اسباب‌بازی,فیشر پرایس,Magna-Tiles,فیشر پرایس Magna-Tiles - رنگارنگ,پیشنهاد ویژه: فیشر پرایس Magna-Tiles. صدا و نور | مناسب ۳+ سال | قابل شستشو. ارسال سریع.,3960000,15,200,4.3,1245,رنگارنگ,۶ ماه گارانتی,صدا و نور | مناسب ۳+ سال | قابل شستشو | بی‌خطر بدون BPA,لگو، آموزشی، خلاقیت، کودک
181,پرینتر,HP,PIXMA G6020 Max,HP PIXMA G6020 Max - خاکستری,محصول HP مدل PIXMA G6020 Max با ویژگی‌های چاپ رنگی | فکس | اسکنر تخت. بهترین انتخاب در دسته پرینتر.,21285000,15,50,3.0,2608,خاکستری,۶ ماه گارانتی,چاپ رنگی | فکس | اسکنر تخت | کارتریج با ظرفیت بالا,جوهرافشان، چاپ، لیزر، خانگی
182,تجهیزات کمپینگ,کایالاس,اجاق گاز سفری ویژه,کایالاس اجاق گاز سفری ویژه - سبز,اجاق گاز سفری ویژه از برند معتبر کایالاس. ستون آلومینیومی | پوشش UV | استرپ کمپرسیون. کیفیت تضمینی.,17130000,25,100,2.9,2923,سبز,۲۴ ماه گارانتی,ستون آلومینیومی | پوشش UV | استرپ کمپرسیون | تنفس‌پذیر GoreTex,ورزش، ماجراجویی، طبیعت‌گردی، کوهنوردی
183,تلویزیون,سامسونگ,Bravia X90L Pro,سامسونگ Bravia X90L Pro - مشکی,سامسونگ Bravia X90L Pro - سیستم صدا Dolby Atmos | نرخ تازه‌سازی ۱۲۰Hz | پورت HDMI 2.1. مناسب برای کاربران تلویزیون.,91260000,15,15,2.6,358,مشکی,بدون گارانتی,سیستم صدا Dolby Atmos | نرخ تازه‌سازی ۱۲۰Hz | پورت HDMI 2.1 | اسمارت TV,تلویزیون، اسمارت، سینمای خانگی، TV
184,مانیتور,ال‌جی,27UK850-W,ال‌جی 27UK850-W - مشکی,پیشنهاد ویژه: ال‌جی 27UK850-W. پنل IPS | پشتیبانی HDR400 | پوشش رنگی sRGB 99%. ارسال سریع.,13995000,30,150,2.8,2516,مشکی,۲۴ ماه گارانتی,پنل IPS | پشتیبانی HDR400 | پوشش رنگی sRGB 99% | USB-C Hub,صفحه‌نمایش، طراحی، گیمینگ، اداری
185,یخچال,اسنوا,DRFP40S (نسخه جدید),اسنوا DRFP40S (نسخه جدید) - سفید,محصول اسنوا مدل DRFP40S (نسخه جدید) با ویژگی‌های جداسازی رطوبت | قفسه‌های قابل تنظیم | کمپرسور اینورتر. بهترین انتخاب در دسته یخچال.,20875000,0,50,3.9,3445,سفید,بدون گارانتی,جداسازی رطوبت | قفسه‌های قابل تنظیم | کمپرسور اینورتر | فریزر پایین,لوازم خانگی، یخچال، بزرگ، اینورتر
186,دوچرخه,ویوا,Rockhopper SE,ویوا Rockhopper SE - مشکی,پیشنهاد ویژه: ویوا Rockhopper SE. کیت سپر و گلگیر | زین راحت | فریم آلومینیوم. ارسال سریع.,30715000,10,50,4.7,3364,مشکی,۱۲ ماه گارانتی,کیت سپر و گلگیر | زین راحت | فریم آلومینیوم | چرخ ۲۷.۵ اینچ,ورزش، کوهستان، شهری، دوچرخه
187,کتاب,انتشارات کتابسرا,تاریخ Plus,انتشارات کتابسرا تاریخ Plus - متنوع,محصول انتشارات کتابسرا مدل تاریخ Plus با ویژگی‌های کاغذ کرم | تصویرسازی رنگی | قطع وزیری. بهترین انتخاب در دسته کتاب.,520000,5,200,2.9,1284,متنوع,۶ ماه گارانتی,کاغذ کرم | تصویرسازی رنگی | قطع وزیری | نمایه جامع,ادبیات، آموزش، مطالعه، کتاب
